
@RELATION cluster_type

@ATTRIBUTE text_ratio	REAL
@ATTRIBUTE tag_ratio 	REAL
@ATTRIBUTE max_weight 	REAL
@ATTRIBUTE num_big   	REAL
@ATTRIBUTE class 	{DOCUMENT,LINKS,INVALID}

@DATA

%10jqka.com.cn
0.0,0.0,0,0,INVALID
0.0,0.0,16,0,LINKS
0.5629405840886204,0.48623853211009177,253,3,DOCUMENT
0.0,0.0,0,0,INVALID
0.4169184290030212,0.5384615384615384,414,3,LINKS
1.0,1.0,21,0,DOCUMENT
0.870560643287916,0.6058823529411764,927,8,DOCUMENT
0.8523761375126391,0.8717948717948718,102,3,DOCUMENT
0.4637203166226913,0.6984126984126984,169,1,LINKS
1.0,1.0,336,1,DOCUMENT
